,Date,Time,Max_Temperature,Min_Temperature,Humidity,Barometer,Wind,Weather_fog,Weather_haze,Weather_light rain passing clouds,Weather_light rain scattered clouds,Weather_passing clouds,Weather_rain passing clouds,Weather_rain showers scattered clouds,Weather_scattered clouds,Weather_thunderstorms passing clouds,Weather_thunderstorms scattered clouds,Wind Direction
390,7 november 2023,18:00 — 00:00,26,25,91,1011,6,False,False,True,False,False,False,False,False,False,False,0.0
391,8 november 2023,00:00 — 06:00,25,25,94,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
392,8 november 2023,06:00 — 12:00,32,25,83,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
393,8 november 2023,12:00 — 18:00,33,28,68,1009,9,False,False,False,False,True,False,False,False,False,False,0.0
394,8 november 2023,18:00 — 00:00,28,27,87,1010,3,False,False,False,False,True,False,False,False,False,False,0.0
395,9 november 2023,00:00 — 06:00,27,26,92,1010,1,False,False,False,False,True,False,False,False,False,False,0.0
396,9 november 2023,06:00 — 12:00,30,26,85,1012,7,False,False,False,False,True,False,False,False,False,False,9.0
397,9 november 2023,12:00 — 18:00,32,30,70,1010,10,False,False,False,False,True,False,False,False,False,False,14.0
398,9 november 2023,18:00 — 00:00,30,26,81,1012,7,False,False,False,False,True,False,False,False,False,False,0.0
399,10 november 2023,00:00 — 06:00,26,25,91,1012,2,False,False,False,False,True,False,False,False,False,False,0.0
400,10 november 2023,06:00 — 12:00,32,25,79,1012,5,False,False,False,False,True,False,False,False,False,False,0.0
401,10 november 2023,12:00 — 18:00,33,30,62,1010,12,False,False,False,False,True,False,False,False,False,False,6.0
402,10 november 2023,18:00 — 00:00,30,27,80,1012,6,False,False,False,False,False,False,False,False,True,False,0.0
403,11 november 2023,00:00 — 06:00,27,25,90,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
404,11 november 2023,06:00 — 12:00,31,25,81,1013,8,False,False,False,False,True,False,False,False,False,False,0.0
405,11 november 2023,12:00 — 18:00,33,31,61,1010,14,False,False,False,False,True,False,False,False,False,False,7.0
406,11 november 2023,18:00 — 00:00,32,28,75,1012,8,False,False,False,False,True,False,False,False,False,False,7.0
407,12 november 2023,00:00 — 06:00,28,24,85,1012,6,False,False,False,False,True,False,False,False,False,False,0.0
408,12 november 2023,06:00 — 12:00,31,25,80,1013,4,False,False,False,False,True,False,False,False,False,False,0.0
409,12 november 2023,12:00 — 18:00,33,28,72,1010,9,False,False,False,False,True,False,False,False,False,False,0.0
410,12 november 2023,18:00 — 00:00,29,27,86,1011,1,False,False,False,False,True,False,False,False,False,False,0.0
411,13 november 2023,00:00 — 06:00,27,26,92,1011,2,False,False,False,False,True,False,False,False,False,False,0.0
412,13 november 2023,06:00 — 12:00,33,26,80,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
413,13 november 2023,12:00 — 18:00,34,27,75,1009,11,False,False,False,False,True,False,False,False,False,False,0.0
414,13 november 2023,18:00 — 00:00,27,27,89,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
415,14 november 2023,00:00 — 06:00,27,26,93,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
416,14 november 2023,06:00 — 12:00,31,26,85,1013,9,False,False,False,False,True,False,False,False,False,False,0.0
417,14 november 2023,12:00 — 18:00,32,30,66,1010,15,False,False,False,False,True,False,False,False,False,False,7.0
418,14 november 2023,18:00 — 00:00,31,27,82,1011,6,False,False,False,False,False,False,False,False,True,False,0.0
419,15 november 2023,00:00 — 06:00,27,26,92,1011,1,False,False,False,False,True,False,False,False,False,False,0.0
420,15 november 2023,06:00 — 12:00,32,25,79,1012,3,False,False,False,False,True,False,False,False,False,False,0.0
421,15 november 2023,12:00 — 18:00,33,29,69,1010,11,False,False,False,False,True,False,False,False,False,False,0.0
422,15 november 2023,18:00 — 00:00,29,27,86,1012,5,False,False,False,False,True,False,False,False,False,False,0.0
423,16 november 2023,00:00 — 06:00,27,26,93,1011,1,False,False,False,False,True,False,False,False,False,False,0.0
424,16 november 2023,06:00 — 12:00,31,26,79,1013,3,False,False,False,False,True,False,False,False,False,False,0.0
425,16 november 2023,12:00 — 18:00,34,26,71,1010,8,False,False,False,False,True,False,False,False,False,False,0.0
426,16 november 2023,18:00 — 00:00,27,26,90,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
427,17 november 2023,00:00 — 06:00,26,26,94,1012,2,False,False,False,False,True,False,False,False,False,False,0.0
428,17 november 2023,06:00 — 12:00,32,26,83,1013,6,False,False,False,False,True,False,False,False,False,False,0.0
429,17 november 2023,12:00 — 18:00,33,26,71,1010,11,False,False,False,False,True,False,False,False,False,False,0.0
430,17 november 2023,18:00 — 00:00,26,25,92,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
431,18 november 2023,00:00 — 06:00,25,25,94,1012,1,True,False,False,False,False,False,False,False,False,False,0.0
432,18 november 2023,06:00 — 12:00,33,25,81,1011,5,False,False,False,False,True,False,False,False,False,False,0.0
433,18 november 2023,12:00 — 18:00,33,29,68,1010,9,False,False,False,False,True,False,False,False,False,False,0.0
434,18 november 2023,18:00 — 00:00,31,27,83,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
435,19 november 2023,00:00 — 06:00,27,25,90,1011,1,False,False,False,False,True,False,False,False,False,False,0.0
436,19 november 2023,06:00 — 12:00,29,25,86,1012,2,False,False,False,False,True,False,False,False,False,False,0.0
437,19 november 2023,12:00 — 18:00,32,29,65,1010,3,False,False,False,False,True,False,False,False,False,False,0.0
438,19 november 2023,18:00 — 00:00,31,27,80,1010,3,False,False,False,False,True,False,False,False,False,False,0.0
439,20 november 2023,00:00 — 06:00,27,26,91,1010,2,False,False,False,False,True,False,False,False,False,False,0.0
440,20 november 2023,06:00 — 12:00,32,25,78,1011,6,False,False,False,False,True,False,False,False,False,False,0.0
441,20 november 2023,12:00 — 18:00,32,26,77,1009,8,False,False,False,False,True,False,False,False,False,False,0.0
442,20 november 2023,18:00 — 00:00,26,26,92,1010,6,False,False,False,False,True,False,False,False,False,False,0.0
443,21 november 2023,00:00 — 06:00,26,25,95,1010,3,False,False,False,False,True,False,False,False,False,False,0.0
444,21 november 2023,06:00 — 12:00,31,25,82,1011,8,False,False,False,False,True,False,False,False,False,False,0.0
445,21 november 2023,12:00 — 18:00,31,28,77,1008,10,False,False,False,False,True,False,False,False,False,False,0.0
446,21 november 2023,18:00 — 00:00,28,26,92,1010,4,False,False,False,False,False,False,False,False,True,False,0.0
447,22 november 2023,00:00 — 06:00,26,26,93,1010,2,False,False,False,False,True,False,False,False,False,False,0.0
448,22 november 2023,06:00 — 12:00,30,26,88,1011,2,False,False,False,False,True,False,False,False,False,False,0.0
449,22 november 2023,12:00 — 18:00,32,28,77,1008,10,False,False,False,False,True,False,False,False,False,False,0.0
450,22 november 2023,18:00 — 00:00,28,27,93,1010,2,False,False,True,False,False,False,False,False,False,False,0.0
451,23 november 2023,00:00 — 06:00,27,26,93,1009,3,False,False,True,False,False,False,False,False,False,False,0.0
452,23 november 2023,06:00 — 12:00,30,25,87,1009,9,False,False,False,False,True,False,False,False,False,False,0.0
453,23 november 2023,12:00 — 18:00,31,28,75,1007,12,False,False,False,False,True,False,False,False,False,False,6.0
454,23 november 2023,18:00 — 00:00,28,25,91,1009,6,False,False,False,False,True,False,False,False,False,False,0.0
455,24 november 2023,00:00 — 06:00,25,25,94,1009,5,False,False,False,False,True,False,False,False,False,False,0.0
456,24 november 2023,06:00 — 12:00,30,25,86,1011,7,False,False,False,False,True,False,False,False,False,False,9.0
457,24 november 2023,12:00 — 18:00,31,30,74,1008,10,False,False,False,False,True,False,False,False,False,False,6.0
458,24 november 2023,18:00 — 00:00,30,25,87,1009,6,False,False,False,False,False,False,False,False,True,False,0.0
459,25 november 2023,00:00 — 06:00,25,24,93,1009,6,False,False,False,False,True,False,False,False,False,False,0.0
460,25 november 2023,06:00 — 12:00,30,25,85,1010,4,False,False,False,False,True,False,False,False,False,False,0.0
461,25 november 2023,12:00 — 18:00,31,27,77,1009,8,False,False,False,False,True,False,False,False,False,False,0.0
462,25 november 2023,18:00 — 00:00,28,26,89,1011,6,False,False,False,False,False,False,False,False,True,False,0.0
463,26 november 2023,00:00 — 06:00,26,25,94,1010,2,False,False,False,False,True,False,False,False,False,False,0.0
464,26 november 2023,06:00 — 12:00,30,25,83,1011,5,False,False,False,False,True,False,False,False,False,False,0.0
465,26 november 2023,12:00 — 18:00,32,29,69,1009,15,False,False,False,False,True,False,False,False,False,False,14.0
466,26 november 2023,18:00 — 00:00,29,26,85,1010,8,False,False,True,False,False,False,False,False,False,False,0.0
467,27 november 2023,00:00 — 06:00,26,25,93,1010,2,False,False,True,False,False,False,False,False,False,False,0.0
468,27 november 2023,06:00 — 12:00,31,25,81,1010,4,False,False,False,False,True,False,False,False,False,False,0.0
469,27 november 2023,12:00 — 18:00,33,28,64,1008,11,False,False,False,False,True,False,False,False,False,False,0.0
470,27 november 2023,18:00 — 00:00,28,27,85,1009,3,False,False,False,False,True,False,False,False,False,False,11.0
471,28 november 2023,00:00 — 06:00,27,26,90,1009,0,False,False,False,False,True,False,False,False,False,False,0.0
472,28 november 2023,06:00 — 12:00,32,25,80,1009,4,False,False,False,False,True,False,False,False,False,False,0.0
473,28 november 2023,12:00 — 18:00,34,30,64,1007,6,False,False,False,False,False,False,False,False,True,False,0.0
474,28 november 2023,18:00 — 00:00,30,28,78,1007,4,False,False,False,False,True,False,False,False,False,False,0.0
475,29 november 2023,00:00 — 06:00,27,25,85,1007,1,False,False,False,False,True,False,False,False,False,False,0.0
476,29 november 2023,06:00 — 12:00,32,25,74,1009,5,False,False,False,False,True,False,False,False,False,False,
477,29 november 2023,12:00 — 18:00,34,32,58,1007,7,False,False,False,False,True,False,False,False,False,False,0.0
478,29 november 2023,18:00 — 00:00,33,25,83,1009,8,False,False,False,False,False,False,False,False,True,False,0.0
479,30 november 2023,00:00 — 06:00,26,26,93,1010,8,False,False,False,False,True,False,False,False,False,False,9.0
480,30 november 2023,06:00 — 12:00,31,27,78,1011,5,False,False,False,False,True,False,False,False,False,False,0.0
481,30 november 2023,12:00 — 18:00,33,30,69,1008,9,False,False,False,False,True,False,False,False,False,False,7.0
482,30 november 2023,18:00 — 00:00,30,28,85,1009,3,False,False,False,False,True,False,False,False,False,False,0.0
483,1 october 2023,00:00 — 06:00,26,25,91,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
484,1 october 2023,06:00 — 12:00,33,25,74,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
485,1 october 2023,12:00 — 18:00,34,31,55,1010,11,False,False,False,False,True,False,False,False,False,False,5.0
486,1 october 2023,18:00 — 00:00,32,29,67,1010,7,False,False,False,False,True,False,False,False,False,False,
487,2 october 2023,00:00 — 06:00,29,27,83,1012,5,False,False,False,False,True,False,False,False,False,False,0.0
488,2 october 2023,06:00 — 12:00,31,24,83,1013,9,False,False,False,False,True,False,False,False,False,False,0.0
489,2 october 2023,12:00 — 18:00,32,29,73,1011,9,False,False,False,False,True,False,False,False,False,False,8.0
490,2 october 2023,18:00 — 00:00,29,27,81,1012,3,False,False,False,False,True,False,False,False,False,False,0.0
491,3 october 2023,00:00 — 06:00,27,26,88,1012,4,False,True,False,False,False,False,False,False,False,False,0.0
492,3 october 2023,06:00 — 12:00,32,25,78,1013,6,False,False,False,False,True,False,False,False,False,False,0.0
493,3 october 2023,12:00 — 18:00,34,32,57,1011,13,False,False,False,False,True,False,False,False,False,False,7.0
494,3 october 2023,18:00 — 00:00,32,29,74,1012,6,False,False,False,False,True,False,False,False,False,False,0.0
495,4 october 2023,00:00 — 06:00,29,27,86,1012,1,False,False,False,False,True,False,False,False,False,False,0.0
496,4 october 2023,06:00 — 12:00,31,27,80,1013,5,False,False,False,False,True,False,False,False,False,False,0.0
497,4 october 2023,12:00 — 18:00,33,28,68,1010,8,False,False,False,False,True,False,False,False,False,False,0.0
498,4 october 2023,18:00 — 00:00,31,28,77,1010,6,False,False,False,False,True,False,False,False,False,False,0.0
499,5 october 2023,00:00 — 06:00,28,26,87,1011,5,False,False,False,False,True,False,False,False,False,False,0.0
500,5 october 2023,06:00 — 12:00,33,26,75,1012,5,False,False,False,False,True,False,False,False,False,False,0.0
501,5 october 2023,12:00 — 18:00,34,32,62,1009,13,False,False,False,False,True,False,False,False,False,False,0.0
502,5 october 2023,18:00 — 00:00,32,27,86,1010,4,False,False,False,False,True,False,False,False,False,False,0.0
503,6 october 2023,00:00 — 06:00,27,26,92,1010,2,False,False,False,False,True,False,False,False,False,False,0.0
504,6 october 2023,06:00 — 12:00,32,26,79,1012,3,False,False,False,False,True,False,False,False,False,False,0.0
505,6 october 2023,12:00 — 18:00,32,26,76,1009,11,False,False,False,False,True,False,False,False,False,False,7.0
506,6 october 2023,18:00 — 00:00,26,26,94,1010,3,False,False,False,False,True,False,False,False,False,False,0.0
507,7 october 2023,00:00 — 06:00,27,26,93,1010,1,False,False,False,False,True,False,False,False,False,False,0.0
508,7 october 2023,06:00 — 12:00,31,26,84,1012,3,False,False,False,False,True,False,False,False,False,False,0.0
509,7 october 2023,12:00 — 18:00,33,31,67,1010,10,False,False,False,False,True,False,False,False,False,False,6.0
510,7 october 2023,18:00 — 00:00,31,26,82,1011,6,False,False,False,False,True,False,False,False,False,False,0.0
511,8 october 2023,00:00 — 06:00,26,25,88,1011,4,False,True,False,False,False,False,False,False,False,False,0.0
512,8 october 2023,06:00 — 12:00,32,25,81,1013,2,False,False,False,False,True,False,False,False,False,False,0.0
513,8 october 2023,12:00 — 18:00,34,32,50,1010,14,False,False,False,False,True,False,False,False,False,False,
514,8 october 2023,18:00 — 00:00,33,28,65,1011,7,False,False,False,False,True,False,False,False,False,False,
515,9 october 2023,00:00 — 06:00,28,26,83,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
516,9 october 2023,06:00 — 12:00,33,26,76,1013,5,False,False,False,False,True,False,False,False,False,False,0.0
517,9 october 2023,12:00 — 18:00,33,28,64,1011,12,False,False,False,False,True,False,False,False,False,False,
518,9 october 2023,18:00 — 00:00,28,27,84,1012,4,False,False,False,False,False,False,False,False,True,False,0.0
519,10 october 2023,00:00 — 06:00,27,26,90,1012,2,False,False,False,False,True,False,False,False,False,False,0.0
520,10 october 2023,06:00 — 12:00,31,26,79,1013,7,False,False,False,False,True,False,False,False,False,False,0.0
521,10 october 2023,12:00 — 18:00,32,28,73,1010,13,False,False,False,False,True,False,False,False,False,False,8.0
522,10 october 2023,18:00 — 00:00,28,25,93,1011,8,False,False,False,False,False,False,False,False,True,False,0.0
523,11 october 2023,00:00 — 06:00,26,26,93,1011,4,False,False,False,False,True,False,False,False,False,False,0.0
524,11 october 2023,06:00 — 12:00,31,26,83,1013,7,False,False,False,False,True,False,False,False,False,False,0.0
525,11 october 2023,12:00 — 18:00,34,26,70,1009,13,False,False,False,False,True,False,False,False,False,False,0.0
526,11 october 2023,18:00 — 00:00,27,27,90,1011,4,False,False,False,False,True,False,False,False,False,False,0.0
527,12 october 2023,00:00 — 06:00,27,26,90,1012,2,False,False,False,False,True,False,False,False,False,False,0.0
528,12 october 2023,06:00 — 12:00,33,25,77,1013,3,False,False,False,False,True,False,False,False,False,False,0.0
529,12 october 2023,12:00 — 18:00,34,25,76,1010,11,False,False,False,False,True,False,False,False,False,False,0.0
530,12 october 2023,18:00 — 00:00,27,26,89,1012,6,False,False,False,False,True,False,False,False,False,False,0.0
531,13 october 2023,00:00 — 06:00,26,25,93,1012,2,False,True,False,False,False,False,False,False,False,False,14.0
532,13 october 2023,06:00 — 12:00,32,25,80,1013,3,False,False,False,False,True,False,False,False,False,False,0.0
533,13 october 2023,12:00 — 18:00,34,32,60,1010,10,False,False,False,False,True,False,False,False,False,False,6.0
534,13 october 2023,18:00 — 00:00,32,27,78,1011,8,False,False,False,False,True,False,False,False,False,False,0.0
535,14 october 2023,00:00 — 06:00,27,26,88,1011,5,False,False,False,False,True,False,False,False,False,False,0.0
536,14 october 2023,06:00 — 12:00,32,26,78,1013,4,False,False,False,False,True,False,False,False,False,False,0.0
537,14 october 2023,12:00 — 18:00,34,31,64,1010,14,False,False,False,False,True,False,False,False,False,False,6.0
538,14 october 2023,18:00 — 00:00,31,28,80,1011,10,False,False,False,False,True,False,False,False,False,False,14.0
539,15 october 2023,00:00 — 06:00,28,24,87,1011,10,False,False,False,False,True,False,False,False,False,False,14.0
540,15 october 2023,06:00 — 12:00,29,24,84,1012,5,False,False,False,False,True,False,False,False,False,False,0.0
541,15 october 2023,12:00 — 18:00,33,29,62,1009,9,False,False,False,False,True,False,False,False,False,False,7.0
542,15 october 2023,18:00 — 00:00,32,28,77,1010,9,False,False,False,False,True,False,False,False,False,False,7.0
543,16 october 2023,00:00 — 06:00,28,25,88,1011,6,False,False,False,False,True,False,False,False,False,False,0.0
544,16 october 2023,06:00 — 12:00,31,25,78,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
545,16 october 2023,12:00 — 18:00,33,29,63,1009,8,False,False,False,False,True,False,False,False,False,False,0.0
546,16 october 2023,18:00 — 00:00,30,28,78,1010,3,False,False,False,False,True,False,False,False,False,False,0.0
547,17 october 2023,00:00 — 06:00,28,25,87,1011,6,False,False,False,False,True,False,False,False,False,False,0.0
548,17 october 2023,06:00 — 12:00,30,21,83,1012,12,False,False,False,False,True,False,False,False,False,False,0.0
549,17 october 2023,12:00 — 18:00,32,30,64,1010,9,False,False,False,False,True,False,False,False,False,False,0.0
550,17 october 2023,18:00 — 00:00,30,27,78,1011,7,False,False,False,False,True,False,False,False,False,False,14.0
551,18 october 2023,00:00 — 06:00,27,26,88,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
552,18 october 2023,06:00 — 12:00,33,26,77,1012,6,False,False,False,False,True,False,False,False,False,False,0.0
553,18 october 2023,12:00 — 18:00,34,26,69,1010,12,False,False,False,False,False,False,False,True,False,False,7.0
554,18 october 2023,18:00 — 00:00,26,25,90,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
555,19 october 2023,00:00 — 06:00,26,25,91,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
556,19 october 2023,06:00 — 12:00,32,25,78,1013,5,False,False,False,False,True,False,False,False,False,False,0.0
557,19 october 2023,12:00 — 18:00,34,28,70,1010,9,False,False,False,False,True,False,False,False,False,False,0.0
558,19 october 2023,18:00 — 00:00,28,26,90,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
559,20 october 2023,00:00 — 06:00,26,25,94,1012,1,False,False,False,False,True,False,False,False,False,False,0.0
560,20 october 2023,06:00 — 12:00,30,26,84,1013,5,False,False,False,False,True,False,False,False,False,False,
561,20 october 2023,12:00 — 18:00,31,27,82,1011,10,False,False,False,False,False,False,False,False,True,False,7.0
562,20 october 2023,18:00 — 00:00,27,25,93,1012,6,False,False,False,False,False,True,False,False,False,False,0.0
563,21 october 2023,00:00 — 06:00,25,25,94,1012,2,False,False,False,False,True,False,False,False,False,False,0.0
564,21 october 2023,06:00 — 12:00,30,25,85,1013,5,False,False,False,False,True,False,False,False,False,False,0.0
565,21 october 2023,12:00 — 18:00,30,26,85,1012,9,False,False,False,False,True,False,False,False,False,False,5.0
566,21 october 2023,18:00 — 00:00,28,26,89,1013,2,False,False,False,False,True,False,False,False,False,False,0.0
567,22 october 2023,00:00 — 06:00,26,25,93,1013,2,False,False,False,False,True,False,False,False,False,False,0.0
568,22 october 2023,06:00 — 12:00,30,25,82,1014,4,False,False,False,False,True,False,False,False,False,False,0.0
569,22 october 2023,12:00 — 18:00,33,30,63,1011,12,False,False,False,False,True,False,False,False,False,False,7.0
570,22 october 2023,18:00 — 00:00,30,25,83,1013,10,False,False,False,False,False,False,False,False,True,False,7.0
571,23 october 2023,00:00 — 06:00,25,24,93,1013,6,False,False,False,False,True,False,False,False,False,False,0.0
572,23 october 2023,06:00 — 12:00,31,24,79,1014,4,False,False,False,False,True,False,False,False,False,False,0.0
573,23 october 2023,12:00 — 18:00,34,29,62,1010,10,False,False,False,False,True,False,False,False,False,False,0.0
574,23 october 2023,18:00 — 00:00,29,25,91,1012,8,False,False,False,False,True,False,False,False,False,False,0.0
575,24 october 2023,00:00 — 06:00,25,25,93,1011,2,False,False,False,False,True,False,False,False,False,False,0.0
576,24 october 2023,06:00 — 12:00,32,25,77,1013,3,False,False,False,False,True,False,False,False,False,False,0.0
577,24 october 2023,12:00 — 18:00,32,25,79,1011,11,False,False,False,False,False,False,False,False,True,False,0.0
578,24 october 2023,18:00 — 00:00,27,26,88,1013,2,False,False,False,False,True,False,False,False,False,False,0.0
579,25 october 2023,00:00 — 06:00,26,25,92,1013,1,False,False,False,False,True,False,False,False,False,False,0.0
580,25 october 2023,06:00 — 12:00,31,25,82,1013,3,False,False,False,False,True,False,False,False,False,False,7.0
581,25 october 2023,12:00 — 18:00,33,28,66,1011,14,False,False,False,False,True,False,False,False,False,False,6.0
582,25 october 2023,18:00 — 00:00,28,26,86,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
583,26 october 2023,00:00 — 06:00,26,25,92,1012,1,False,False,False,False,True,False,False,False,False,False,0.0
584,26 october 2023,06:00 — 12:00,32,25,79,1013,4,False,False,False,False,True,False,False,False,False,False,0.0
585,26 october 2023,12:00 — 18:00,33,25,83,1011,8,False,False,False,False,True,False,False,False,False,False,0.0
586,26 october 2023,18:00 — 00:00,26,25,97,1012,2,False,False,False,False,True,False,False,False,False,False,0.0
587,27 october 2023,00:00 — 06:00,25,25,95,1012,2,True,False,False,False,False,False,False,False,False,False,0.0
588,27 october 2023,06:00 — 12:00,32,25,81,1012,3,False,False,False,False,True,False,False,False,False,False,0.0
589,27 october 2023,12:00 — 18:00,33,25,68,1009,10,False,False,False,False,True,False,False,False,False,False,0.0
590,27 october 2023,18:00 — 00:00,26,25,90,1011,4,False,False,False,False,True,False,False,False,False,False,0.0
591,28 october 2023,00:00 — 06:00,26,25,93,1011,1,False,False,False,False,True,False,False,False,False,False,0.0
592,28 october 2023,06:00 — 12:00,33,25,80,1012,3,False,False,False,False,True,False,False,False,False,False,0.0
593,28 october 2023,12:00 — 18:00,34,25,83,1009,8,False,False,False,False,True,False,False,False,False,False,0.0
594,28 october 2023,18:00 — 00:00,26,25,92,1011,7,False,False,False,False,False,False,False,False,True,False,0.0
595,29 october 2023,00:00 — 06:00,25,24,95,1011,2,True,False,False,False,False,False,False,False,False,False,0.0
596,29 october 2023,06:00 — 12:00,32,24,79,1012,2,False,False,False,False,True,False,False,False,False,False,0.0
597,29 october 2023,12:00 — 18:00,33,26,74,1009,10,False,False,False,False,True,False,False,False,False,False,0.0
598,29 october 2023,18:00 — 00:00,27,23,91,1011,9,False,False,False,False,False,False,False,False,True,False,0.0
599,30 october 2023,00:00 — 06:00,25,24,93,1010,5,False,False,False,False,True,False,False,False,False,False,0.0
600,30 october 2023,06:00 — 12:00,31,24,80,1011,2,False,False,False,False,True,False,False,False,False,False,0.0
601,30 october 2023,12:00 — 18:00,32,26,71,1009,10,False,False,False,False,True,False,False,False,False,False,0.0
602,30 october 2023,18:00 — 00:00,27,26,93,1009,1,False,False,False,False,True,False,False,False,False,False,0.0
603,31 october 2023,00:00 — 06:00,27,25,91,1009,2,False,False,False,False,True,False,False,False,False,False,0.0
604,31 october 2023,06:00 — 12:00,33,25,78,1011,2,False,False,False,False,True,False,False,False,False,False,0.0
605,31 october 2023,12:00 — 18:00,33,29,64,1008,11,False,False,False,False,True,False,False,False,False,False,6.0
606,31 october 2023,18:00 — 00:00,29,25,90,1010,5,False,False,False,False,False,False,False,False,True,False,0.0
607,1 september 2023,00:00 — 06:00,25,25,90,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
608,1 september 2023,06:00 — 12:00,31,25,80,1011,4,False,False,False,False,True,False,False,False,False,False,0.0
609,1 september 2023,12:00 — 18:00,31,26,84,1010,9,False,False,False,False,False,False,True,False,False,False,0.0
610,1 september 2023,18:00 — 00:00,27,26,90,1010,4,False,False,False,False,True,False,False,False,False,False,0.0
611,2 september 2023,00:00 — 06:00,26,25,90,1010,5,False,False,False,False,True,False,False,False,False,False,14.0
612,2 september 2023,06:00 — 12:00,32,25,80,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
613,2 september 2023,12:00 — 18:00,33,31,61,1009,10,False,False,False,False,True,False,False,False,False,False,5.0
614,2 september 2023,18:00 — 00:00,31,28,77,1009,3,False,False,False,False,True,False,False,False,False,False,5.0
615,3 september 2023,00:00 — 06:00,28,26,89,1009,0,False,False,False,False,True,False,False,False,False,False,0.0
616,3 september 2023,06:00 — 12:00,31,26,77,1009,6,False,False,False,False,True,False,False,False,False,False,10.0
617,3 september 2023,12:00 — 18:00,32,30,66,1007,16,False,False,False,False,True,False,False,False,False,False,10.0
618,3 september 2023,18:00 — 00:00,31,28,77,1007,5,False,False,False,False,True,False,False,False,False,False,10.0
619,4 september 2023,00:00 — 06:00,28,26,86,1008,2,False,False,False,False,False,False,False,False,True,False,0.0
620,4 september 2023,06:00 — 12:00,30,26,77,1009,6,False,False,False,False,True,False,False,False,False,False,0.0
621,4 september 2023,12:00 — 18:00,30,27,83,1007,8,False,False,False,False,True,False,False,False,False,False,0.0
622,4 september 2023,18:00 — 00:00,27,26,90,1008,2,True,False,False,False,False,False,False,False,False,False,0.0
623,5 september 2023,00:00 — 06:00,26,25,95,1009,2,False,False,False,False,True,False,False,False,False,False,0.0
624,5 september 2023,06:00 — 12:00,30,26,80,1010,6,False,False,False,False,True,False,False,False,False,False,10.0
625,5 september 2023,12:00 — 18:00,32,27,73,1008,7,False,False,False,False,True,False,False,False,False,False,
626,5 september 2023,18:00 — 00:00,27,24,92,1010,8,False,False,False,False,False,False,False,False,True,False,0.0
627,6 september 2023,00:00 — 06:00,24,24,94,1011,4,False,False,True,False,False,False,False,False,False,False,14.0
628,6 september 2023,06:00 — 12:00,27,24,89,1012,6,False,False,False,False,True,False,False,False,False,False,0.0
629,6 september 2023,12:00 — 18:00,30,27,74,1011,8,False,False,False,False,True,False,False,False,False,False,0.0
630,6 september 2023,18:00 — 00:00,28,26,80,1012,9,False,False,False,False,True,False,False,False,False,False,10.0
631,7 september 2023,00:00 — 06:00,26,25,88,1012,1,False,False,False,False,True,False,False,False,False,False,0.0
632,7 september 2023,06:00 — 12:00,31,25,83,1012,1,False,False,False,False,True,False,False,False,False,False,0.0
633,7 september 2023,12:00 — 18:00,33,31,64,1009,8,False,False,False,False,True,False,False,False,False,False,0.0
634,7 september 2023,18:00 — 00:00,31,27,86,1010,5,False,False,False,False,True,False,False,False,False,False,0.0
635,8 september 2023,00:00 — 06:00,27,27,91,1011,0,False,False,False,False,True,False,False,False,False,False,0.0
636,8 september 2023,06:00 — 12:00,32,27,81,1012,4,False,False,False,False,True,False,False,False,False,False,0.0
637,8 september 2023,12:00 — 18:00,32,29,73,1010,12,False,False,False,False,True,False,False,False,False,False,
638,8 september 2023,18:00 — 00:00,29,26,78,1011,8,False,False,False,False,True,False,False,False,False,False,0.0
639,9 september 2023,00:00 — 06:00,26,24,89,1010,1,False,False,False,False,True,False,False,False,False,False,0.0
640,9 september 2023,06:00 — 12:00,32,24,78,1011,3,False,False,False,False,True,False,False,False,False,False,0.0
641,9 september 2023,12:00 — 18:00,35,27,58,1009,18,False,False,False,False,True,False,False,False,False,False,7.0
642,9 september 2023,18:00 — 00:00,27,26,78,1011,7,False,False,False,False,True,False,False,False,False,False,0.0
643,10 september 2023,00:00 — 06:00,26,24,86,1010,0,False,False,False,False,True,False,False,False,False,False,0.0
644,10 september 2023,06:00 — 12:00,31,24,78,1012,3,False,False,False,False,True,False,False,False,False,False,0.0
645,10 september 2023,12:00 — 18:00,33,28,67,1010,9,False,False,False,False,True,False,False,False,False,False,14.0
